period,Road Name
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[0, 10)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[50, 60)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[0, 10)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[50, 60)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[50, 60)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[50, 60)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[0, 10)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[50, 60)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[50, 60)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[50, 60)",Road Segment 5 / G6
"[0, 10)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[0, 10)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[50, 60)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[0, 10)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[0, 10)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[50, 60)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[50, 60)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[0, 10)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[30, 40)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[20, 30)",Road Segment 5 / G6
"[60, )",Road Segment 5 / G6
"[40, 50)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
"[10, 20)",Road Segment 5 / G6
